No,Journal,Year,Month,Title,Authors,No.authors,Author1F,Author1L,LastF,LastL,PropF,PropL,CountryLast,CountryLast2,Region1,Region2,Subfield,Origin
22,Biotropica,2002,June,"Ornithophilous and Chiropterophilous Pollination in Musa itinerans (Musaceae), a Pioneer Species in Tropical Rain Forests of Yunnan, Southwestern China","Ai-Zhong Liu, De-Zhu Li, Hong Wang and W. John Kress",4,0,0,0,0,0,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Ecology,Based in LA
24,Biotropica,2002,June,Nutritional Evaluation of Terrestrial Invertebrates as Traditional Food in Amazonia,"Stefania Marconi, Pamela Manzi, Laura Pizzoferrato, Erika Buscardo, Hugo Cerda, Danilo Lopez Hernandez and Maurizio G. Paoletti",7,1,0,0,0,0.57,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Ecology,Based in LA
27,Biotropica,2002,June,Dung Beetle Communities and Seed Dispersal in Primary Forest and Disturbed Land in Amazonia,Kevina Vulinec,1,1,0,1,0,1,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Ecology,Based in LA
29,Biotropica,2002,June,Growth and Mortality Rates of the Liana Machaerium cuspidatum in Relation to Light and Topographic Position,Jacob Nabe-Nielsen,1,0,0,0,0,0,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Ecology,Based in LA
2,Biotropica,2002,March,"Soil Phosphorus Fractionation during Forest Development on Landslide Scars in the Luquillo Mountains, Puerto Rico","Jacqueline Frizano, Arthur H. Johnson, David R. Vann and Frederick N. Scatena",4,1,0,0,0,0.25,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Ecology,Based in LA
6,Biotropica,2002,March,The Reproductive Biology and Reproductive Success of Pterocarpus macrocarpus Kurz,Yupa Doungyotha and John N. Owens,2,1,0,0,0,0.5,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Ecology,Based in LA
7,Biotropica,2002,March,The Role of Flower Width in Hummingbird Bill Length-Flower Length Relationships,"Ethan J. Temeles, Yan B. Linhart, Michael Masonjones and Heather D. Masonjones",4,0,0,1,0,0.25,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Ecology,Based in LA
9,Biotropica,2002,March,The Function of Hitchhiking Behavior in the Leaf-cutting Ant Atta cephalotes,"Timothy A. Linksvayer, Andrew C. McCall, Rebecca M. Jensen, Cynthia M. Marshall, Joshua W. Miner and Mark J. McKone",6,0,0,0,0,0.33,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Ecology,Based in LA
11,Biotropica,2002,March,Distress Calls of Birds in a Neotropical Cloud Forest,Diane L. Neudorf and Spencer G. Sealy,2,1,0,0,0,0.5,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Ecology,Based in LA
12,Biotropica,2002,March,"Home Range of Dobsonia minor (Pteropodidae): A Solitary, Foliage_roosting Fruit Bat in Papua New Guinea","Frank J. Bonaccorso, John R. Winkelmann, Elizabeth R. Dumont and Katherlne Thibault",4,0,0,1,0,0.5,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Ecology,Based in LA
15,Biotropica,2002,March,Comparison and Origin of Forest and Grassland Ant Assemblages in the High Plateau of Madagascar (Hymenoptera: Formicidae),Brian L. Fisher and Hamish G. Robertson,2,0,0,0,0,0,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Ecology,Based in LA
31,Biotropica,2002,Sep,"Leaf Litter Decomposition and Monodominance in the Peltogyne Forest of Maracê Island, Brazil",Dora M. Villela and John Proctor,2,1,0,0,0,0.5,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Ecology,Based in LA
32,Biotropica,2002,Sep,"Seasonal Foraging Activity and Bait Preferences of Ants on Barro Colorado Island, Panama",Daniel A. Hahn and Diana E. Wheeler,2,0,0,1,0,0.5,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Ecology,Based in LA
35,Biotropica,2002,Sep,Temporal and Spatial Diversity and Distribution of Arboreal Carabidae (Coleoptera) in a Western Amazonian Rain Forest,"Andrea Lucky, Terry L. Erwin and Jon D. Witman",3,1,0,0,0,0.33,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Ecology,Based in LA
37,Biotropica,2002,Sep,Host Specialization among Wood-Decay Polypore Fungi in a Caribbean Mangrove Forest,Gregory S. Gilbert and Wayne P. Sousa,2,0,1,0,0,0,0.5,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Ecology,Based in LA
41,Biotropica,2002,Sep,"Insect Pollination in the Cycad Genus Bowenia Hook, ex Hook. f. (Stangeriaceae)",Gary W. Wilson,1,0,0,0,0,0,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Ecology,Based in LA
44,Biotropica,2002,Sep,"Flight Speeds, Lipid Reserves, and Predation of the Migratory Neotropical Moth Urania fulgens (Uraniidae)","Robert Dudley, Robert B. Srygley, Evandro G. Oliveira and Phil J. DeVries",4,0,0,0,0,0,0.25,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Ecology,Based in LA
46,Biotropica,2003,Dec,Changes in Forest Structure and Species Composition during Secondary Forest Succession in the Bolivian Amazon,Marielos Pe_a-Claros,1,1,0,1,0,1,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Ecology,Based in LA
47,Biotropica,2003,Dec,Succession and Micro-elevation Effects on Seedling Establishment of Calophyllum brasiliense Camb. (Clusiaceae) in an Amazonian River Meander Forest,Rachel T. King,1,1,0,1,0,1,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Ecology,Based in LA
48,Biotropica,2003,Dec,Species-specific Seedling Responses to Hurricane Disturbance in a Puerto Rican Rain Forest,"Lawrence R. Walker, D. Jean Lodge, Sandra M. Guzmên-Grajales and Ned Fetcher",4,0,0,0,0,0.25,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Ecology,Based in LA
49,Biotropica,2003,Dec,Foliar C:N Ratio of Ferns along an Andean Elevational Gradient,"Caroline Wegner, Meike Wunderlich, Michael Kessler and Marcus Schawe",4,1,0,0,0,0.25,1,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Ecology,Based in LA
50,Biotropica,2003,Dec,Fruit Bats (Chiroptera: Pteropodidae) as Seed Dispersers and Pollinators in a Lowland Malaysian Rain Forest,"Robert Hodgkison, Sharon T. Balding, Akbar Zubaid and Thomas H. Kunz",4,0,0,0,0,0.25,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Ecology,Based in LA
54,Biotropica,2003,Dec,"Effects of Species, Density, Patch-type, and Season on Post-dispersal Seed Predation in a Puerto Rican Pasture",Randall W. Myster,1,0,0,0,0,0,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Ecology,Based in LA
55,Biotropica,2003,Dec,Morphological Variation in Two Facultative Epiphytic Bromeliads Growing on the Floor of a Swamp Forest,"Cecêlia A. de Freitas, Fabio R. Scarano and David D. Blesboer",3,1,0,0,0,0.33,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Ecology,Based in LA
56,Biotropica,2003,Dec,Consequences of Habitat Fragmentation on Age Structure and Life History in a Tortoise Population,"C_sar Aponte, Guillermo R. Barreto and John Terborgh",3,0,1,0,0,0,0.66,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Ecology,Based in LA
57,Biotropica,2003,Dec,Gregarious Oviposition and Clutch Size Adjustment by a Heliconius Butterfly,Robert D. Reed,1,0,0,0,0,0,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Ecology,Based in LA
17,Biotropica,2003,June,Size and Structure of Fine Root Systems in Old-growth and Secondary Tropical Montane Forests (Costa Rica),"Dietrich Hertel, Christoph Leuschner and Dirk H_lscher",3,0,0,0,0,0,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Ecology,Based in LA
19,Biotropica,2003,June,Do Tropical Storm Regimes Influence the Structure of Tropical Lowland Rain Forests?,Roland C. de Gouvenain and John A. Silander Jr.,2,0,0,0,0,0,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Ecology,Based in LA
20,Biotropica,2003,June,Ant Protection against Herbivory in Three Species of Tococa (Melastomataceae) Occupying Different Environments,Fabian A. Michelangeli,1,0,0,0,0,0,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Ecology,Based in LA
22,Biotropica,2003,June,Pollinator Assemblages and Visitation Rates for 11 Species of Neotropical Costus (Costaceae),Kathleen M. Kay and Douglas W. Schemske,2,1,0,0,0,0.5,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Ecology,Based in LA
23,Biotropica,2003,June,"Foraging Patterns of Sympatric Hornbills during the Nonbreeding Season in Arunachal Pradesh, Northeast India",Aparajita Datta and G. S. Rawat,2,1,0,0,0,0.5,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Ecology,Based in LA
24,Biotropica,2003,June,"Seed Predation in Neotropical Pre-montane Pastures: Site, Distance, and Species Effects","F. Andrew Jones, Chris J. Peterson and Bruce L. Haines",3,0,0,0,0,0,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Ecology,Based in LA
25,Biotropica,2003,June,Macroecology of Aquatic Insects: A Quantitative Analysis of Taxonomic Richness and Composition in the Andes Mountains of Northern Ecuador,"Robert W. Sites, Michael R. Willig and Marc J. Linit",3,0,0,0,0,0,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Ecology,Based in LA
26,Biotropica,2003,June,Variation in Growth and Demography of a Knob-scaled Lizard (Xenosaurus newmanorum: Xenosauridae) from a Seasonal Tropical Environment in M_xico,"Julio A. Lemos-Espinal, Geoffrey R. Smith and Royce E. Ballinger",3,0,1,0,0,0,0.33,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Ecology,Based in LA
28,Biotropica,2003,June,"Bat Mobility and Roosts in a Fragmented Landscape in Central Amazonia, Brazil",Enrico Bernard and M. Brock Fenton,2,0,0,0,0,0,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Ecology,Based in LA
29,Biotropica,2003,June,Bat Species Richness in Atlantic Forest: What Is the Minimum Sampling Effort?,"Helena Godoy Bergallo, Carlos E. L. Esberard, Marco Aurelio Ribeiro Mello, Viviane Lins, Renato Mangolin, Glauce G. S. Melo and M_rcfa Baptista",7,1,1,0,0,0.43,1,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Ecology,Based in LA
1,Biotropica,2003,March,"Labile Phosphorus in Soils of Forest Fallows and Primary Forest in the Bragantina Region, Brazil","Jacqueline Frizano, David R. Vann, Arthur H. Johnson, Christine M. Johnson, Ima C. G. Vieira and Daniel J. Zarin",6,1,0,0,0,0.5,0.16,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Ecology,Based in LA
2,Biotropica,2003,March,"Nitrogen Fixation in Bryophytes, Lichens, and Decaying Wood along a Soil-age Gradient in Hawaiian Montane Rain Forest",Virginia Matzek and Peter Vitousek,2,1,0,0,0,0.5,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Ecology,Based in LA
5,Biotropica,2003,March,"The Influence of Host Tree Species on the Distribution of Epiphytic Bromeliads in Experimental Monospecific Plantations, La Selva, Costa Rica","Mark C. Merwin, Steve A. Rentmeester and Nalini M. Nadkarni",3,0,0,1,0,0.33,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Ecology,Based in LA
6,Biotropica,2003,March,Low-Trunk Epiphytic Ferns on Tree Ferns Versus Angiosperms in Costa Rica,"Robbin C. Moran, Susan Klimas and M‹nica Carlsen",3,0,0,1,0,0.66,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Ecology,Based in LA
9,Biotropica,2003,March,Red-rumped Agouti (Dasyprocta leporina) Home Range Use in an Amazonian Forest: Implications for the Aggregated Distribution of Forest Trees,Kirsten M. Silvius and Jose M. V Fragoso,2,1,0,0,0,0.5,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Ecology,Based in LA
10,Biotropica,2003,March,"Food Web Structure and Basal Resource Utilization along a Tropical Island Stream Continuum, Puerto Rico",James G. March and Catherine M. Pringle,2,0,0,1,0,0.5,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Ecology,Based in LA
11,Biotropica,2003,March,Winds under the Rain Forest Canopy: The Aerodynamic Environment of Gliding Tree Frogs,Michael G. McCay,1,0,0,0,0,0,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Ecology,Based in LA
14,Biotropica,2003,March,Tropical Bees (Trigona hockingsi) Show No Preference for Nectar with Amino Acids,"Mark C. Gardener, Richard J. Rowe and Michael P. Gillman",3,0,0,0,0,0,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Ecology,Based in LA
15,Biotropica,2003,March,"Benthic Community Structure and Invertebrate Drift in a Pacific Island Stream, Kosrae, Micronesia","James G. March, Jonathan P. Benstead, Catherine M. Pringle and Marston Luckymis",4,0,0,0,0,0.25,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Ecology,Based in LA
31,Biotropica,2003,Sep,"Age and Long-term Growth of Trees in an Old-growth Tropical Rain Forest, Based on Analyses of Tree Rings and 14C","Esther Fichtler, Deborah A. Clark and Martin Worbes",3,1,0,0,0,0.66,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Ecology,Based in LA
33,Biotropica,2003,Sep,Genetic Evidence for Natural Hybridization between Species of Dioecious Ficus on Island Populations,"Tracey L. Parrish, Hans P. Koelewijn, Peter J. van Dijk and Marco Kruijt",4,1,0,0,0,0.25,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Ecology,Based in LA
34,Biotropica,2003,Sep,"Flower Color, Hummingbird Pollination, and Habitat Irradiance in Four Neotropical Forests",Douglas L. Altshuler,1,0,0,0,0,0,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Ecology,Based in LA
36,Biotropica,2003,Sep,Effects of Land Crabs on Leaf Litter Distributions and Accumulations in a Mainland Tropical Rain Forest,Peter M. Sherman,1,0,0,0,0,0,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Ecology,Based in LA
38,Biotropica,2003,Sep,"Fragmentation and Alteration of Seed Dispersal Processes: An Initial Evaluation of Dung Beetles, Seed Fate, and Seedling Diversity","Colin A. Chapman, Lauren J. Chapman, Kevina Vulinec, Amy Zanne and Michael J. Lawes",5,0,0,0,0,0.6,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Ecology,Based in LA
40,Biotropica,2003,Sep,Roosting Requirements of Two Frugivorous Bats (Sturnira lilium and Arbiteus intermedius) in Fragmented Neotropical Forest,Michelle J. Evelyn and David A. Stiles,2,0,0,0,0,0,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Ecology,Based in LA
42,Biotropica,2003,Sep,Vegetation Dynamics of a Permanent Pasture Plot in Puerto Rico,Randall W. Myster,1,0,0,0,0,0,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Ecology,Based in LA
43,Biotropica,2003,Sep,Impact of Cotyledon and Leaf Removal on Seedling Survival in Three Tree Species with Contrasting Cotyledon Functions,Kaoru Kitajima,1,0,0,0,0,0,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Ecology,Based in LA
45,Biotropica,2003,Sep,Impact of Atta colombica Colonies on Understory Vegetation and Light Availability in a Neotropical Forest,Helen M. Hull-Sanders and Jerome J. Howard,2,1,0,0,0,0.5,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Ecology,Based in LA
45,Biotropica,2004,Dec,Beyond Paradise_Meeting the Challenges in Tropical Biology in the 21st Century,"Kamaljit S. Bawa, W. John Kress, Nalini M. Nadkarni and Sharachchandra Lele",4,0,0,0,0,0.25,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Ecology,Based in LA
46,Biotropica,2004,Dec,Why Do Some Tropical Forests Have So Many Species of Trees?,"Egbert Giles Leigh Jr., Priya Davidar, Christopher W. Dick, John Terborgh, Jean-Philippe Puyravaud, Hans ter Steege and Stuart Joseph Wright",7,0,0,0,0,0.14,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Ecology,Based in LA
47,Biotropica,2004,Dec,Decomposition of Greenfall vs. Senescent Foliage in a Tropical Forest Ecosystem in Puerto Rico,Steven J. Fonte and Timothy D. Schowalter,2,0,0,0,0,0,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Ecology,Based in LA
50,Biotropica,2004,Dec,"Forest Tree Persistence, Elephants, and Stem Scars",Douglas Sheil and Agus Salim,2,0,0,0,0,0,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Ecology,Based in LA
51,Biotropica,2004,Dec,Temporal Variation in the Relative Abundance of Fruit Bats (Megachiroptera: Pteropodidae) in Relation to the Availability of Food in a Lowland Malaysian Rain Forest,"Robert Hodgkison, Sharon T. Balding, Akbar Zubaid and Thomas H. Kunz",4,0,0,0,0,0.25,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Ecology,Based in LA
55,Biotropica,2004,Dec,Respiratory Ecology of Aquatic Macroinvertebratestween dissolved oxygen and invertebrate,"Lauren J. Chapman, Kimberly R. Scnelder, Chrissy Apodaca and Collin A. Chapma",4,0,0,0,0,0.5,1,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Ecology,Based in LA
56,Biotropica,2004,Dec,Escape Behavior of Neotropical Homopterans in Response to a Flush_Pursuit Predator,Mark L. Galatowitsch and Ronald L. Mumme,2,0,0,0,0,0,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Ecology,Based in LA
58,Biotropica,2004,Dec,Influences of Fruit Diversity and Abundance on Bird Use of Two Shaded Coffee Plantations,"Tom_s A. Carlo, Jaime A. Collazo and Martha J. Groom",3,0,0,1,0,0.33,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Ecology,Based in LA
59,Biotropica,2004,Dec,Forest Modification Affects Diversity (But Not Dynamics) of Speciose Tropical Pyraloid Moth Communities,Konrad Fiedler and Christian H. Schulze,2,0,0,0,0,0,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Ecology,Based in LA
15,Biotropica,2004,June,Sex in Space: Pollination among Spatially Isolated Plants,Jaboury Ghazoul and R. Uma Shaanker,2,0,0,0,0,0,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Ecology,Based in LA
17,Biotropica,2004,June,Does Neighborhood Floral Display Matter? Fruit Set in Carpenter Bee-pollinated Heterophragma quadriloculare and Beetle-pollinated Lasiosiphon eriocephalus,"Hema Somanathan, Renee M. Borges and V. Srinivasa Chakravarthy",3,1,0,1,0,1,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Ecology,Based in LA
18,Biotropica,2004,June,Factors Contributing to Variation in Seed Production among Remnant Populations of the Endangered Daisy Gerbera aurantiaca,"Steven D. Johnson, Carine L. Collin, H. J_rgen Wissman, Erika Halvarsson and Jon Ågren",5,0,0,0,0,0.4,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Ecology,Based in LA
19,Biotropica,2004,June,Alien Abduction: Disruption of Native Plant-Pollinator Interactions by Invasive Species,Jaboury Ghazoul,1,0,0,0,0,0,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Ecology,Based in LA
21,Biotropica,2004,June,Sex in Space: A Synthesis,Jaboury Ghazoul and R. Uma Shaanker,2,0,0,1,0,0.5,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Ecology,Based in LA
22,Biotropica,2004,June,Soil Microbial Dynamics in Costa Rica: Seasonal and Biogeochemical Constraints,"Cory C. Cleveland, Alan R. Townsend, Briana C. Constance, Ruth E. Ley and Steven K. Schmidt",5,0,0,0,0,0.2,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Ecology,Based in LA
23,Biotropica,2004,June,Nectar in Hummingbird-pollinated Neotropical Plants I: Patterns of Production and Variability in 12 Species,Lucinda A. McDade and Jennifer A. Weeks,2,1,0,1,0,1,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Ecology,Based in LA
24,Biotropica,2004,June,Nectar in Hummingbird_pollinated Neotropical Plants II: Interactions with Flower Visitors,Lucinda A. McDade and Jennifer A. Weeks,2,1,0,1,0,1,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Ecology,Based in LA
25,Biotropica,2004,June,Termite Mounds as Nutrient_Rich Food Patches for Elephants,Ricardo M. Holdo and Lee R. McDowell,2,0,0,0,0,0,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Ecology,Based in LA
28,Biotropica,2004,June,"Aquatic Insect Assemblages in Shrimp-dominated Tropical Streams, Puerto Rico",Alonso Ramirez and Luz Raquel Hernandez-Cruz,2,0,0,1,0,0.5,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Ecology,Based in LA
29,Biotropica,2004,June,Placing an Omnivore in a Complex Food Web: Dietary Contributions to Adult Biomass of an Ant,Chadwick V. Tillberg and Michael D. Breed,2,0,0,0,0,0,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Ecology,Based in LA
1,Biotropica,2004,March,"New Perspectives in Comparative Ecology of Neotropical Rain Forests: Reflections on the Past, Present, and Future",Jennifer S. Powers,1,1,0,1,0,1,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Ecology,Based in LA
2,Biotropica,2004,March,Structure and Biomass of Four Lowland Neotropical Forests,Saara J. DeWalt and J_rème Chave,2,1,0,0,0,0.5,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Ecology,Based in LA
3,Biotropica,2004,March,Interspecific and Inter-site Variation in Wood Specific Gravity of Tropical Trees,Helene C. Muller-Landau,1,1,0,1,0,1,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Ecology,Based in LA
4,Biotropica,2004,March,Interspecific and Inter-site Variation in Wood Specific Gravity of Tropical Trees,Rebecca A. Montgomery,1,1,0,1,0,1,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Ecology,Based in LA
5,Biotropica,2004,March,"Variation in Small Sapling Density, Understory Cover, and Resource Availability in Four Neotropical Forests","Kyle E. Harms, Jennifer S. Powers and Rebecca A. Montgomery",3,0,0,1,0,0.66,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Ecology,Based in LA
8,Biotropica,2004,March,Fitness Consequences of Herbivory: Impacts on Asexual Reproduction of Tropical Rain Forest Understory Plants,"Lee A. Dyer, Grant Gentry and Mark A. Tobler",3,0,0,0,0,0,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Ecology,Based in LA
13,Biotropica,2004,March,"Seed Predation on Brazil Nuts (Bertholletia excelsa) by Macaws (Psittacidae) in Madre de Dios, Peru","Mandar R. Trivedi, Fernando H. Cornejo and Andrew R. Watkinson",3,0,0,0,0,0,0.33,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Ecology,Based in LA
14,Biotropica,2004,March,Myrmecophagy in Mycetophiloidea (Diptera): Note on a Keroplatidae from Africa,Gabriel Debout,1,0,0,0,0,0,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Ecology,Based in LA
30,Biotropica,2004,Sep,Beyond ParadiseÜMeeting the Challenges in Tropical Biology in the 21st Century,"Kamaljit S. Bawa, W. John Kress and Nalini M. Nadkarni",3,0,0,1,0,0.33,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Ecology,Based in LA
31,Biotropica,2004,Sep,Extracellular Enzyme Activities and Carbon Chemistry as Drivers of Tropical Plant Litter Decomposition,Steven D. Allison and Peter M. Vitousek,2,0,0,0,0,0,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Ecology,Based in LA
32,Biotropica,2004,Sep,Forty Years of Tropical Forest Recovery from Agriculture: Structure and Floristics of Secondary and Old-growth Riparian Forests in the Dominican Republic,"Patrick H. Martin, Ruth E. Sherman and Timothy J. Fahey",3,0,0,0,0,0.33,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Ecology,Based in LA
33,Biotropica,2004,Sep,Levels of Herbivory in Two Costa Rican Rain Forests: Implications for Studies of Fossil Herbivory,Dena M. Smith and Cesar R. Nufio,2,1,0,0,0,0.5,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Ecology,Based in LA
35,Biotropica,2004,Sep,Does Mangrove Leaf Chemistry Help Explain Crab Herbivory Patterns?,"Amy A. Erickson, Susan S. Bell and Clinton J. Dawes",3,1,0,0,0,0.66,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Ecology,Based in LA
36,Biotropica,2004,Sep,Observations on the Ecology of Weaver Ants (Oecophylla smaragdina Fabricius) in a Thai Mangrove Ecosystem and Their Effect on Herbivory of Rhizophora mucronata Lam.,"Joachim Offenberg, Sopon Havanon, Sanit Aksornkoae, Donald J. Macintosh and Mogens Gissel Nielsen",5,0,0,1,0,0.4,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Ecology,Based in LA
37,Biotropica,2004,Sep,Life History and Demography of Cephaloleia fenestrata (Hispinae: Chrysomelidae: Coleoptera),Derek Marley Johnson,1,0,0,0,0,0,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Ecology,Based in LA
40,Biotropica,2004,Sep,Flower Mites of Calyptrogyne ghiesbreghtiana (Arecaceae): Evidence for Dispersal Using Pollinating Bats,Marco Tschapka and Saul A. Cunningham,2,0,0,0,0,0,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Ecology,Based in LA
42,Biotropica,2004,Sep,"Fruit, Minerals, and Forest Elephant Trails: Do All Roads Lead to Rome?",Stephen Blake and Clement Inkamba-Nkulu,2,0,0,0,0,0,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Ecology,Based in LA
43,Biotropica,2004,Sep,"Arboreal Ant Species Richness in Primary Forest, Secondary Forest, and Pasture Habitats of a Tropical Montane Landscape","Lisa A. Schonberg, John T. Longino, Nalini M. Nadkarni, Stephen P. Yanoviak and Jon C. Gering",5,1,0,0,0,0.4,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Ecology,Based in LA
48,Biotropica,2005,Dec,Secondary Forest Detection in a Neotropical Dry Forest Landscape Using Landsat 7 ETM+ and IKONOS Imagery1,"Juan Pablo Arroyo-Mora, G. Arturo S_nchez-Azofeifa, Margaret E.R. Kalacska, Benoit Rivard, Julio C. Calvo-Alvarado and Daniel H. Janzen",6,0,0,0,0,0.17,0.17,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Ecology,Based in LA
49,Biotropica,2005,Dec,The Utility of Spectral Indices from Landsat ETM+ for Measuring the Structure and Composition of Tropical Dry Forests1,"Kenneth J. Feeley, Thomas W. Gillespie and John W. Terborgh",3,0,0,0,0,0,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Ecology,Based in LA
50,Biotropica,2005,Dec,"Vegetation Structure, Composition, and Species Richness Across a 56-year Chronosequence of Dry Tropical Forest on Providencia Island, Colombia1","Jorge Ruiz, Maria C. Fandi_o and Robin L. Chazdon",3,0,0,0,0,0.33,0.33,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Ecology,Based in LA
53,Biotropica,2005,Dec,Regional-Scale Variation in Litter Production and Seasonality in Tropical Dry Forests of Southern Mexico1,Deborah Lawrence,1,1,0,1,0,1,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Ecology,Based in LA
